time[epoch],yaw[counts],pitch[counts],x[m],y[m],dx[m/s],dy[m/s],ddx[g],ddy[g],ddz[g]
1629207978.5553122,-74,-2,-0.07162141054868698,-0.0018888219492509961,0.0,0.0,0.9639219641685486,0.0073809996247291565,-0.025436999276280403
1629207978.5554628,-74,-2,-0.07162141054868698,-0.0018888219492509961,0.0,0.0,0.961359977722168,0.006587999872863293,-0.036660999059677124
1629207978.555697,-74,-2,-0.07162141054868698,-0.0018888219492509961,0.0,0.0,0.9594689607620239,0.006221999879926443,-0.02970699965953827
1629207978.556627,-74,-2,-0.07162141054868698,-0.0018888219492509961,0.0,0.0,0.9577609896659851,0.007075999863445759,-0.053008999675512314
1629207978.557612,-74,-2,-0.07162141054868698,-0.0018888219492509961,0.0,0.0,0.9577609896659851,0.007075999863445759,-0.053008999675512314
1629207978.558635,-74,-2,-0.07162141054868698,-0.0018888219492509961,0.0,0.0,0.9625799655914307,0.007991000078618526,-0.05050799995660782
1629207978.559417,-74,-2,-0.07162141054868698,-0.0018888219492509961,0.0,0.0,0.9625799655914307,0.007991000078618526,-0.05050799995660782
1629207978.5607948,-74,-2,-0.07162141054868698,-0.0018888219492509961,0.0,0.0,0.9566019773483276,0.006283000111579895,-0.018849000334739685
1629207978.561425,-74,-2,-0.07162141054868698,-0.0018888219492509961,0.0,0.0,0.9566019773483276,0.006283000111579895,-0.018849000334739685
1629207978.562815,-74,-2,-0.07162141054868698,-0.0018888219492509961,0.0,0.0,0.958126962184906,0.0035989999305456877,0.002500999951735139
1629207978.5637581,-74,-2,-0.07162141054868698,-0.0018888219492509961,0.0,0.0,0.9575780034065247,0.0035989999305456877,-0.01311499997973442
1629207978.564661,-74,-2,-0.07162141054868698,-0.0018888219492509961,0.0,0.0,0.9600789546966553,0.003659999929368496,-0.01396899949759245
1629207978.5657449,-74,-2,-0.07162141054868698,-0.0018888219492509961,0.0,0.0,0.9583709836006165,0.008295999839901924,-0.055021997541189194
1629207978.566793,-74,-2,-0.07162141054868698,-0.0018888219492509961,0.0,0.0,0.9602620005607605,0.009211000055074692,-0.08198399841785431
1629207978.5677829,-74,-2,-0.07162141054868698,-0.0018888219492509961,0.0,0.0,0.9606890082359314,0.011040999554097652,-0.0802759975194931
1629207978.568655,-74,-2,-0.07162141054868698,-0.0018888219492509961,0.0,0.0,0.9570289850234985,0.006831999868154526,-0.06960099935531616
1629207978.569788,-74,-2,-0.07162141054868698,-0.0018888219492509961,0.0,0.0,0.9554429650306702,0.0037819999270141125,-0.04337099939584732
1629207978.570786,-74,-2,-0.07162141054868698,-0.0018888219492509961,0.0,0.0,0.9565410017967224,0.005367999896407127,-0.011895000003278255
1629207978.571734,-74,-2,-0.07162141054868698,-0.0018888219492509961,0.0,0.0,0.9591639637947083,0.008174000307917595,-0.00823500007390976
1629207978.572783,-74,-2,-0.07162141054868698,-0.0018888219492509961,0.0,0.0,0.9636780023574829,0.012016999535262585,-0.020313000306487083
1629207978.573783,-74,-2,-0.07162141054868698,-0.0018888219492509961,0.0,0.0,0.9645929932594299,0.00951599981635809,-0.038002997636795044
1629207978.57478,-74,-2,-0.07162141054868698,-0.0018888219492509961,0.0,0.0,0.960444986820221,0.010369999334216118,-0.06252499669790268
1629207978.5757031,-74,-2,-0.07162141054868698,-0.0018888219492509961,0.0,0.0,0.9594079852104187,0.009332999587059021,-0.07118699699640274
1629207978.57681,-74,-2,-0.07162141054868698,-0.0018888219492509961,0.0,0.0,0.9573339819908142,0.006039000116288662,-0.05819400027394295
1629207978.577742,-74,-2,-0.07162141054868698,-0.0018888219492509961,0.0,0.0,0.9606279730796814,0.0040870001539587975,-0.02903600037097931
1629207978.578393,-74,-2,-0.07162141054868698,-0.0018888219492509961,0.0,0.0,0.9606279730796814,0.0040870001539587975,-0.02903600037097931
1629207978.579631,-74,-2,-0.07162141054868698,-0.0018888219492509961,0.0,0.0,0.9592859745025635,0.002744999947026372,-0.0035379999317228794
1629207978.580441,-74,-2,-0.07162141054868698,-0.0018888219492509961,0.0,0.0,0.9592859745025635,0.002744999947026372,-0.0035379999317228794
1629207978.5817559,-74,-2,-0.07162141054868698,-0.0018888219492509961,0.0,0.0,0.9622139930725098,0.011895000003278255,-0.03306199982762337
1629207978.582432,-74,-2,-0.07162141054868698,-0.0018888219492509961,0.0,0.0,0.9622139930725098,0.011895000003278255,-0.03306199982762337
1629207978.583758,-74,-2,-0.07162141054868698,-0.0018888219492509961,0.0,0.0,0.9570289850234985,0.007075999863445759,-0.06325700134038925
1629207978.5843751,-74,-2,-0.07162141054868698,-0.0018888219492509961,0.0,0.0,0.9570289850234985,0.007075999863445759,-0.06325700134038925
1629207978.5856252,-74,-2,-0.07162141054868698,-0.0018888219492509961,0.0,0.0,0.9529419541358948,0.0073809996247291565,-0.05130099877715111
1629207978.586619,-74,-2,-0.07162141054868698,-0.0018888219492509961,0.0,0.0,0.9576999545097351,0.010247999802231789,-0.06124399974942207
1629207978.58778,-74,-2,-0.07162141054868698,-0.0018888219492509961,0.0,0.0,0.9606890082359314,0.0058559998869895935,-0.05184999853372574
1629207978.588788,-74,-2,-0.07162141054868698,-0.0018888219492509961,0.0,0.0,0.9563579559326172,0.0040870001539587975,-0.03934499993920326
1629207978.589783,-74,-2,-0.07162141054868698,-0.0018888219492509961,0.0,0.0,0.9616649746894836,0.007868999615311623,-0.030316999182105064
1629207978.590813,-74,-2,-0.07162141054868698,-0.0018888219492509961,0.0,0.0,0.9603229761123657,0.01067500002682209,-0.0231189988553524
1629207978.591815,-74,-2,-0.07162141054868698,-0.0018888219492509961,0.0,0.0,0.9570899605751038,0.007015000097453594,-0.0250099990516901
1629207978.592812,-74,-2,-0.07162141054868698,-0.0018888219492509961,0.0,0.0,0.9594079852104187,0.00689299963414669,-0.034648001194000244
1629207978.59377,-74,-2,-0.07162141054868698,-0.0018888219492509961,0.0,0.0,0.9601399898529053,0.0076859998516738415,-0.04739699885249138
1629207978.5948212,-74,-2,-0.07162141054868698,-0.0018888219492509961,0.0,0.0,0.957273006439209,0.006587999872863293,-0.04617699980735779
1629207978.5958111,-74,-2,-0.07162141054868698,-0.0018888219492509961,0.0,0.0,0.9576389789581299,0.0033549999352544546,-0.03477000072598457
1629207978.596662,-74,-2,-0.07162141054868698,-0.0018888219492509961,0.0,0.0,0.962274968624115,0.006953999865800142,-0.0250099990516901
1629207978.597661,-74,-2,-0.07162141054868698,-0.0018888219492509961,0.0,0.0,0.9610549807548523,0.007075999863445759,-0.022874999791383743
1629207978.598645,-74,-2,-0.07162141054868698,-0.0018888219492509961,0.0,0.0,0.9573949575424194,0.005428999662399292,-0.033549997955560684
1629207978.5997849,-74,-2,-0.07162141054868698,-0.0018888219492509961,0.0,0.0,0.9608719944953918,0.008967000059783459,-0.057888999581336975
1629207978.60038,-74,-2,-0.07162141054868698,-0.0018888219492509961,0.0,0.0,0.9608719944953918,0.008967000059783459,-0.057888999581336975
1629207978.601763,-74,-2,-0.07162141054868698,-0.0018888219492509961,0.0,0.0,0.9588589668273926,0.008600999601185322,-0.07399299740791321
1629207978.602375,-74,-2,-0.07162141054868698,-0.0018888219492509961,0.0,0.0,0.9588589668273926,0.008600999601185322,-0.07399299740791321
1629207978.603735,-74,-2,-0.07162141054868698,-0.0018888219492509961,0.0,0.0,0.9543449878692627,0.002500999951735139,-0.033549997955560684
1629207978.6043751,-74,-2,-0.07162141054868698,-0.0018888219492509961,0.0,0.0,0.9543449878692627,0.002500999951735139,-0.033549997955560684
1629207978.605737,-74,-2,-0.07162141054868698,-0.0018888219492509961,0.0,0.0,0.9564189910888672,0.010369999334216118,-0.0006709999870508909
1629207978.6067379,-74,-2,-0.07162141054868698,-0.0018888219492509961,0.0,0.0,0.9628239870071411,0.010369999334216118,-0.0006709999870508909
