time[epoch],yaw[counts],pitch[counts],x[m],y[m],dx[m/s],dy[m/s],ddx[g],ddy[g],ddz[g]
1629207792.643339,-15,-2,-0.014669639058411121,-0.0017077538650482893,6.05291916144779e-07,3.052902320632711e-05,0.9605059623718262,0.0073809996247291565,-0.03757599741220474
1629207792.643559,-15,-2,-0.014669639058411121,-0.0017069290624931455,6.05291916144779e-07,3.052902320632711e-05,0.9569069743156433,0.008174000307917595,-0.039772000163793564
1629207792.643883,-15,-2,-0.014669639058411121,-0.0017061041435226798,6.05291916144779e-07,3.052902320632711e-05,0.9569680094718933,0.00597799988463521,-0.038002997636795044
1629207792.6454139,-15,-2,-0.014669639058411121,-0.0017054626950994134,6.05291916144779e-07,3.052902320632711e-05,0.9577609896659851,0.009088999591767788,-0.045200999826192856
1629207792.646275,-15,-2,-0.014669639058411121,-0.001705432077869773,6.05291916144779e-07,3.052902320632711e-05,0.9616039991378784,0.00951599981635809,-0.044103000313043594
1629207792.647247,-15,-2,-0.014669639058411121,-0.0017054015770554543,6.05291916144779e-07,3.052902320632711e-05,0.9551990032196045,0.007259000092744827,-0.03995499759912491
1629207792.648245,-15,-2,-0.014669639058411121,-0.0017053710762411356,6.05291916144779e-07,3.052902320632711e-05,0.9569069743156433,0.0076859998516738415,-0.04227299988269806
1629207792.6492329,-15,-2,-0.014669639058411121,-0.0017053404590114951,6.05291916144779e-07,3.052902320632711e-05,0.9577609896659851,0.008112999610602856,-0.03617300093173981
1629207792.650155,-15,-2,-0.014669639058411121,-0.0017053099581971765,6.05291916144779e-07,3.052902320632711e-05,0.9582489728927612,0.010003999806940556,-0.03367199748754501
1629207792.651173,-15,-2,-0.014669639058411121,-0.0017052794573828578,6.05291916144779e-07,3.052902320632711e-05,0.9580659866333008,0.008600999601185322,-0.04062600061297417
1629207792.652151,-15,-2,-0.014669639058411121,-0.0017052488401532173,6.05291916144779e-07,3.052902320632711e-05,0.958187997341156,0.008417999371886253,-0.0449570007622242
1629207792.653187,-15,-2,-0.014669639058411121,-0.0017052183393388987,6.05291916144779e-07,3.052902320632711e-05,0.9569680094718933,0.008417999371886253,-0.042760998010635376
1629207792.654211,-15,-2,-0.014669639058411121,-0.00170518783852458,6.05291916144779e-07,3.052902320632711e-05,0.959102988243103,0.00597799988463521,-0.041540998965501785
1629207792.655173,-15,-2,-0.014669639058411121,-0.0017051571048796177,6.05291916144779e-07,3.052902320632711e-05,0.9598959684371948,0.004696999676525593,-0.04257800057530403
1629207792.656151,-15,-2,-0.014669639058411121,-0.001705126604065299,6.05291916144779e-07,3.052902320632711e-05,0.9582489728927612,0.005428999662399292,-0.03769800066947937
1629207792.657109,-15,-2,-0.014669639058411121,-0.0017050959868356586,6.05291916144779e-07,3.052902320632711e-05,0.959041953086853,0.006527000106871128,-0.03983299806714058
1629207792.6578119,-15,-2,-0.014669639058411121,-0.00170506548602134,6.05291916144779e-07,3.052902320632711e-05,0.959041953086853,0.006527000106871128,-0.03983299806714058
1629207792.6591501,-15,-2,-0.014669639058411121,-0.0017050349852070212,6.05291916144779e-07,3.052902320632711e-05,0.9595909714698792,0.00951599981635809,-0.04038199782371521
1629207792.6598248,-15,-2,-0.014669639058411121,-0.0017050043679773808,6.05291916144779e-07,3.052902320632711e-05,0.9595909714698792,0.00951599981635809,-0.04038199782371521
1629207792.661124,-15,-2,-0.014669639058411121,-0.001704973867163062,6.05291916144779e-07,3.052902320632711e-05,0.9603229761123657,0.006648999638855457,-0.04080899804830551
1629207792.661833,-15,-2,-0.014669639058411121,-0.0017049433663487434,6.05291916144779e-07,3.052902320632711e-05,0.9603229761123657,0.006648999638855457,-0.04080899804830551
1629207792.663125,-15,-2,-0.014669639058411121,-0.001704912749119103,6.05291916144779e-07,3.052902320632711e-05,0.9567849636077881,0.008112999610602856,-0.04068699851632118
1629207792.664171,-15,-2,-0.014669639058411121,-0.0017048822483047843,6.05291916144779e-07,3.052902320632711e-05,0.9573339819908142,0.008112999610602856,-0.04068699851632118
1629207792.665123,-15,-2,-0.014669639058411121,-0.0017048517474904656,6.05291916144779e-07,3.052902320632711e-05,0.9580659866333008,0.0056119998916983604,-0.042089998722076416
1629207792.6661289,-15,-2,-0.014669639058411121,-0.0017048211302608252,6.05291916144779e-07,3.052902320632711e-05,0.9566629528999329,0.007441999856382608,-0.04056499898433685
1629207792.667101,-15,-2,-0.014669639058411121,-0.0017047906294465065,6.05291916144779e-07,3.052902320632711e-05,0.9567849636077881,0.006404999643564224,-0.038247000426054
1629207792.668128,-15,-2,-0.014669639058411121,-0.001704760012216866,6.05291916144779e-07,3.052902320632711e-05,0.96001797914505,0.005916999652981758,-0.04385899752378464
1629207792.66913,-15,-2,-0.014669639058411121,-0.0017047295114025474,6.05291916144779e-07,3.052902320632711e-05,0.9598349928855896,0.008600999601185322,-0.037209998816251755
1629207792.670135,-15,-2,-0.014669639058411121,-0.0017046990105882287,6.05291916144779e-07,3.052902320632711e-05,0.9567239880561829,0.008417999371886253,-0.03348900005221367
1629207792.6711621,-15,-2,-0.014669639058411121,-0.0017046683933585882,6.05291916144779e-07,3.052902320632711e-05,0.9584319591522217,0.006221999879926443,-0.0373929999768734
1629207792.672122,-15,-2,-0.014669639058411121,-0.0017046377761289477,6.05291916144779e-07,3.052902320632711e-05,0.9571509957313538,0.010247999802231789,-0.043431997299194336
1629207792.673159,-15,-2,-0.014669639058411121,-0.0017046071588993073,6.05291916144779e-07,3.052902320632711e-05,0.9595299959182739,0.005489999894052744,-0.044773999601602554
1629207792.674156,-15,-2,-0.014669639058411121,-0.0017045766580849886,6.05291916144779e-07,3.052902320632711e-05,0.9569680094718933,0.009088999591767788,-0.040748000144958496
1629207792.675113,-15,-2,-0.014669639058411121,-0.00170454615727067,6.05291916144779e-07,3.052902320632711e-05,0.959102988243103,0.007929999381303787,-0.03922300040721893
1629207792.6761541,-15,-2,-0.014669639058411121,-0.0017045155400410295,6.05291916144779e-07,3.052902320632711e-05,0.9611769914627075,0.008967000059783459,-0.03440399840474129
1629207792.677155,-15,-2,-0.014669639058411121,-0.0017044850392267108,6.05291916144779e-07,3.052902320632711e-05,0.9568459987640381,0.008417999371886253,-0.033549997955560684
1629207792.678199,-15,-2,-0.014669639058411121,-0.0017044545384123921,6.05291916144779e-07,3.052902320632711e-05,0.9580659866333008,0.007441999856382608,-0.03855200111865997
