time[epoch],yaw[counts],pitch[counts],x[m],y[m],dx[m/s],dy[m/s],ddx[g],ddy[g],ddz[g]
1629207833.1544,5,-3,0.004924426320940256,-0.0019021504558622837,0.0,0.0,0.9596520066261292,0.0056119998916983604,-0.08344800025224686
1629207833.154806,5,-3,0.004924426320940256,-0.0019021504558622837,0.0,0.0,0.957211971282959,0.008174000307917595,-0.016835998743772507
1629207833.1552792,5,-3,0.004924426320940256,-0.0019021504558622837,0.0,0.0,0.957211971282959,0.007563999854028225,-0.02970699965953827
1629207833.156132,5,-3,0.004924426320940256,-0.0019021504558622837,0.0,0.0,0.9584319591522217,0.009759999811649323,-0.047335997223854065
1629207833.1570072,5,-3,0.004924426320940256,-0.0019021504558622837,0.0,0.0,0.9583100080490112,0.009576999582350254,-0.0558759979903698
1629207833.158015,5,-3,0.004924426320940256,-0.0019021504558622837,0.0,0.0,0.9553819894790649,0.006283000111579895,-0.06417199969291687
1629207833.159028,5,-3,0.004924426320940256,-0.0019021504558622837,0.0,0.0,0.9598349928855896,0.0056119998916983604,-0.06612399965524673
1629207833.160146,5,-3,0.004924426320940256,-0.0019021504558622837,0.0,0.0,0.9571509957313538,0.007136999629437923,-0.06350100040435791
1629207833.161126,5,-3,0.004924426320940256,-0.0019021504558622837,0.0,0.0,0.954954981803894,0.010979999788105488,-0.045200999826192856
1629207833.16206,5,-3,0.004924426320940256,-0.0019021504558622837,0.0,0.0,0.9576389789581299,0.007929999381303787,-0.023667998611927032
1629207833.1630652,5,-3,0.004924426320940256,-0.0019021504558622837,0.0,0.0,0.9593470096588135,0.008479000069200993,-0.017750998958945274
1629207833.1640189,5,-3,0.004924426320940256,-0.0019021504558622837,0.0,0.0,0.9577609896659851,0.008967000059783459,-0.0264739990234375
1629207833.1650171,5,-3,0.004924426320940256,-0.0019021504558622837,0.0,0.0,0.9547109603881836,0.01250499952584505,-0.05093500018119812
1629207833.1660328,5,-3,0.004924426320940256,-0.0019021504558622837,0.0,0.0,0.9562360048294067,0.014212999492883682,-0.05819400027394295
1629207833.1667562,5,-3,0.004924426320940256,-0.0019021504558622837,0.0,0.0,0.9562360048294067,0.014212999492883682,-0.05819400027394295
